# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
302           	smoothSolver	3.272740e-04	2.966390e-05	12	4.520950e-04	3.876340e-05	12	1.656190e-03	1.483520e-04	12	false	GAMG	3.062240e-04	1.412480e-06	5	true
303           	smoothSolver	3.258860e-04	2.953820e-05	12	4.488370e-04	3.848610e-05	12	1.649460e-03	1.477540e-04	12	false	GAMG	3.042250e-04	2.819480e-06	4	true
304           	smoothSolver	3.245110e-04	2.941300e-05	12	4.457710e-04	3.821540e-05	12	1.642290e-03	1.471150e-04	12	false	GAMG	3.024830e-04	2.960830e-06	4	true
305           	smoothSolver	3.231380e-04	2.928900e-05	12	4.426120e-04	3.794680e-05	12	1.635460e-03	1.465090e-04	12	false	GAMG	3.006550e-04	2.854240e-06	4	true
306           	smoothSolver	3.217800e-04	2.916510e-05	12	4.395940e-04	3.767940e-05	12	1.628600e-03	1.458960e-04	12	false	GAMG	2.989520e-04	2.841710e-06	4	true
307           	smoothSolver	3.204210e-04	2.904250e-05	12	4.364980e-04	3.741740e-05	12	1.621770e-03	1.452900e-04	12	false	GAMG	2.973530e-04	2.751620e-06	4	true
308           	smoothSolver	3.190780e-04	2.892010e-05	12	4.335660e-04	3.715670e-05	12	1.614930e-03	1.446790e-04	12	false	GAMG	2.957590e-04	2.749600e-06	4	true
309           	smoothSolver	3.177350e-04	2.879900e-05	12	4.305410e-04	3.690080e-05	12	1.608150e-03	1.440780e-04	12	false	GAMG	2.942120e-04	2.672920e-06	4	true
310           	smoothSolver	3.164070e-04	2.867800e-05	12	4.276770e-04	3.664600e-05	12	1.601380e-03	1.434720e-04	12	false	GAMG	2.927010e-04	2.671940e-06	4	true
311           	smoothSolver	3.150790e-04	2.855830e-05	12	4.247180e-04	3.639570e-05	12	1.594660e-03	1.428770e-04	12	false	GAMG	2.912590e-04	2.600970e-06	4	true
312           	smoothSolver	3.137680e-04	2.843870e-05	12	4.219170e-04	3.614630e-05	12	1.587950e-03	1.422770e-04	12	false	GAMG	2.898670e-04	2.596190e-06	4	true
313           	smoothSolver	3.124550e-04	2.832030e-05	12	4.190190e-04	3.590130e-05	12	1.581290e-03	1.416860e-04	12	false	GAMG	2.885580e-04	2.528850e-06	4	true
314           	smoothSolver	3.111580e-04	2.820210e-05	12	4.162780e-04	3.565730e-05	12	1.574640e-03	1.410920e-04	12	false	GAMG	2.872470e-04	2.522540e-06	4	true
315           	smoothSolver	3.098590e-04	2.808510e-05	12	4.134410e-04	3.541750e-05	12	1.568050e-03	1.405060e-04	12	false	GAMG	2.859480e-04	2.463460e-06	4	true
316           	smoothSolver	3.085760e-04	2.796820e-05	12	4.107570e-04	3.517850e-05	12	1.561460e-03	1.399180e-04	12	false	GAMG	2.846370e-04	2.456490e-06	4	true
317           	smoothSolver	3.072910e-04	2.785250e-05	12	4.079770e-04	3.494360e-05	12	1.554930e-03	1.393380e-04	12	false	GAMG	2.833390e-04	2.402000e-06	4	true
318           	smoothSolver	3.060220e-04	2.773700e-05	12	4.053500e-04	3.470960e-05	12	1.548410e-03	1.387550e-04	12	false	GAMG	2.819910e-04	2.394440e-06	4	true
319           	smoothSolver	3.047520e-04	2.762270e-05	12	4.026230e-04	3.447950e-05	12	1.541940e-03	1.381810e-04	12	false	GAMG	2.806360e-04	2.347920e-06	4	true
320           	smoothSolver	3.034980e-04	2.750850e-05	12	4.000470e-04	3.425000e-05	12	1.535480e-03	1.376030e-04	12	false	GAMG	2.792380e-04	2.341630e-06	4	true
321           	smoothSolver	3.022420e-04	2.739550e-05	12	3.973720e-04	3.402440e-05	12	1.529080e-03	1.370350e-04	12	false	GAMG	2.778460e-04	2.300070e-06	4	true
322           	smoothSolver	3.010020e-04	2.728260e-05	12	3.948460e-04	3.379930e-05	12	1.522690e-03	1.364640e-04	12	false	GAMG	2.764200e-04	2.294100e-06	4	true
323           	smoothSolver	2.997600e-04	2.717090e-05	12	3.922210e-04	3.357790e-05	12	1.516350e-03	1.359010e-04	12	false	GAMG	2.750630e-04	2.257160e-06	4	true
324           	smoothSolver	2.985340e-04	2.705930e-05	12	3.897420e-04	3.335700e-05	12	1.510030e-03	1.353360e-04	12	false	GAMG	2.736960e-04	2.251780e-06	4	true
325           	smoothSolver	2.973060e-04	2.694890e-05	12	3.871630e-04	3.313960e-05	12	1.503760e-03	1.347790e-04	12	false	GAMG	2.723360e-04	2.218220e-06	4	true
326           	smoothSolver	2.960940e-04	2.683860e-05	12	3.847310e-04	3.292260e-05	12	1.497500e-03	1.342200e-04	12	false	GAMG	2.709850e-04	2.213040e-06	4	true
327           	smoothSolver	2.948810e-04	2.672940e-05	12	3.821980e-04	3.270910e-05	12	1.491300e-03	1.336690e-04	12	false	GAMG	2.696770e-04	2.181540e-06	4	true
328           	smoothSolver	2.936830e-04	2.662040e-05	12	3.798100e-04	3.249590e-05	12	1.485110e-03	1.331150e-04	12	false	GAMG	2.683850e-04	2.175730e-06	4	true
329           	smoothSolver	2.924840e-04	2.651250e-05	12	3.773210e-04	3.228610e-05	12	1.478970e-03	1.325700e-04	12	false	GAMG	2.671090e-04	2.146030e-06	4	true
330           	smoothSolver	2.913000e-04	2.640470e-05	12	3.749740e-04	3.207670e-05	12	1.472850e-03	1.320230e-04	12	false	GAMG	2.658360e-04	2.139830e-06	4	true
331           	smoothSolver	2.901140e-04	2.629810e-05	12	3.725260e-04	3.187050e-05	12	1.466780e-03	1.314840e-04	12	false	GAMG	2.645860e-04	2.111640e-06	4	true
332           	smoothSolver	2.889430e-04	2.619160e-05	12	3.702180e-04	3.166470e-05	12	1.460730e-03	1.309420e-04	12	false	GAMG	2.633120e-04	2.104560e-06	4	true
333           	smoothSolver	2.877710e-04	2.608620e-05	12	3.678100e-04	3.146210e-05	12	1.454720e-03	1.304080e-04	12	false	GAMG	2.620530e-04	2.077960e-06	4	true
334           	smoothSolver	2.866130e-04	2.598090e-05	12	3.655420e-04	3.125970e-05	12	1.448730e-03	1.298730e-04	12	false	GAMG	2.607670e-04	2.070710e-06	4	true
335           	smoothSolver	2.854540e-04	2.587670e-05	12	3.631720e-04	3.106050e-05	12	1.442790e-03	1.293440e-04	12	false	GAMG	2.594810e-04	2.045850e-06	4	true
336           	smoothSolver	2.843100e-04	2.577260e-05	12	3.609420e-04	3.086150e-05	12	1.436860e-03	1.288140e-04	12	false	GAMG	2.582020e-04	2.038310e-06	4	true
337           	smoothSolver	2.831640e-04	2.566960e-05	12	3.586110e-04	3.066560e-05	12	1.430980e-03	1.282920e-04	12	false	GAMG	2.569170e-04	2.015110e-06	4	true
338           	smoothSolver	2.820330e-04	2.556670e-05	12	3.564170e-04	3.047000e-05	12	1.425120e-03	1.277670e-04	12	false	GAMG	2.556260e-04	2.007470e-06	4	true
339           	smoothSolver	2.809000e-04	2.546490e-05	12	3.541240e-04	3.027730e-05	12	1.419300e-03	1.272500e-04	12	false	GAMG	2.543430e-04	1.985670e-06	4	true
340           	smoothSolver	2.797830e-04	2.536310e-05	12	3.519660e-04	3.008480e-05	12	1.413500e-03	1.267310e-04	12	false	GAMG	2.530530e-04	1.977760e-06	4	true
341           	smoothSolver	2.786630e-04	2.526250e-05	12	3.497080e-04	2.989530e-05	12	1.407750e-03	1.262200e-04	12	false	GAMG	2.517820e-04	1.957420e-06	4	true
342           	smoothSolver	2.775580e-04	2.516200e-05	12	3.475850e-04	2.970590e-05	12	1.402010e-03	1.257070e-04	12	false	GAMG	2.505240e-04	1.949520e-06	4	true
343           	smoothSolver	2.764510e-04	2.506250e-05	12	3.453630e-04	2.951940e-05	12	1.396320e-03	1.252010e-04	12	false	GAMG	2.492910e-04	1.930300e-06	4	true
344           	smoothSolver	2.753590e-04	2.496310e-05	12	3.432750e-04	2.933300e-05	12	1.390640e-03	1.246930e-04	12	false	GAMG	2.480660e-04	1.922100e-06	4	true
345           	smoothSolver	2.742640e-04	2.486480e-05	12	3.410870e-04	2.914950e-05	12	1.385010e-03	1.241920e-04	12	false	GAMG	2.468620e-04	1.903920e-06	4	true
346           	smoothSolver	2.731850e-04	2.476650e-05	12	3.390320e-04	2.896610e-05	12	1.379400e-03	1.236900e-04	12	false	GAMG	2.456610e-04	1.895580e-06	4	true
347           	smoothSolver	2.721030e-04	2.466930e-05	12	3.368780e-04	2.878540e-05	12	1.373830e-03	1.231950e-04	12	false	GAMG	2.444680e-04	1.878410e-06	4	true
348           	smoothSolver	2.710350e-04	2.457200e-05	12	3.348560e-04	2.860480e-05	12	1.368280e-03	1.226980e-04	12	false	GAMG	2.432830e-04	1.870070e-06	4	true
349           	smoothSolver	2.699650e-04	2.447580e-05	12	3.327340e-04	2.842690e-05	12	1.362770e-03	1.222080e-04	12	false	GAMG	2.421120e-04	1.853810e-06	4	true
350           	smoothSolver	2.689090e-04	2.437960e-05	12	3.307440e-04	2.824920e-05	12	1.357270e-03	1.217170e-04	12	false	GAMG	2.409490e-04	1.845290e-06	4	true
351           	smoothSolver	2.678510e-04	2.428430e-05	12	3.286540e-04	2.807400e-05	12	1.351820e-03	1.212320e-04	12	false	GAMG	2.397960e-04	1.829760e-06	4	true
352           	smoothSolver	2.668060e-04	2.418900e-05	12	3.266940e-04	2.789900e-05	12	1.346390e-03	1.207460e-04	12	false	GAMG	2.386510e-04	1.820950e-06	4	true
353           	smoothSolver	2.657590e-04	2.409470e-05	12	3.246360e-04	2.772650e-05	12	1.341000e-03	1.202660e-04	12	false	GAMG	2.375210e-04	1.806330e-06	4	true
354           	smoothSolver	2.647250e-04	2.400040e-05	12	3.227050e-04	2.755410e-05	12	1.335620e-03	1.197860e-04	12	false	GAMG	2.363940e-04	1.797680e-06	4	true
355           	smoothSolver	2.636880e-04	2.390710e-05	12	3.206760e-04	2.738420e-05	12	1.330290e-03	1.193110e-04	12	false	GAMG	2.352800e-04	1.783780e-06	4	true
356           	smoothSolver	2.626640e-04	2.381370e-05	12	3.187760e-04	2.721440e-05	12	1.324970e-03	1.188360e-04	12	false	GAMG	2.341690e-04	1.774980e-06	4	true
357           	smoothSolver	2.616380e-04	2.372130e-05	12	3.167770e-04	2.704720e-05	12	1.319700e-03	1.183660e-04	12	false	GAMG	2.330720e-04	1.761780e-06	4	true
358           	smoothSolver	2.606250e-04	2.362880e-05	12	3.149050e-04	2.687990e-05	12	1.314440e-03	1.178960e-04	12	false	GAMG	2.319760e-04	1.752900e-06	4	true
359           	smoothSolver	2.596090e-04	2.353730e-05	12	3.129360e-04	2.671510e-05	12	1.309220e-03	1.174310e-04	12	false	GAMG	2.308860e-04	1.740330e-06	4	true
360           	smoothSolver	2.586060e-04	2.344580e-05	12	3.110930e-04	2.655030e-05	12	1.304020e-03	1.169660e-04	12	false	GAMG	2.298040e-04	1.731440e-06	4	true
361           	smoothSolver	2.576000e-04	2.335520e-05	12	3.091530e-04	2.638800e-05	12	1.298860e-03	1.165070e-04	12	false	GAMG	2.287280e-04	1.719530e-06	4	true
362           	smoothSolver	2.566060e-04	2.326450e-05	12	3.073370e-04	2.622570e-05	12	1.293710e-03	1.160460e-04	12	false	GAMG	2.276310e-04	1.710690e-06	4	true
363           	smoothSolver	2.556100e-04	2.317480e-05	12	3.054260e-04	2.606570e-05	12	1.288600e-03	1.155920e-04	12	false	GAMG	2.265240e-04	1.699260e-06	4	true
364           	smoothSolver	2.546260e-04	2.308490e-05	12	3.036370e-04	2.590570e-05	12	1.283510e-03	1.151360e-04	12	false	GAMG	2.254130e-04	1.690380e-06	4	true
365           	smoothSolver	2.536390e-04	2.299610e-05	12	3.017510e-04	2.574800e-05	12	1.278460e-03	1.146870e-04	12	false	GAMG	2.243020e-04	1.678920e-06	4	true
366           	smoothSolver	2.526650e-04	2.290710e-05	12	2.999870e-04	2.559020e-05	12	1.273430e-03	1.142370e-04	12	false	GAMG	2.231930e-04	1.669570e-06	4	true
367           	smoothSolver	2.516880e-04	2.281910e-05	12	2.981270e-04	2.543470e-05	12	1.268440e-03	1.137930e-04	12	false	GAMG	2.220960e-04	1.659000e-06	4	true
368           	smoothSolver	2.507230e-04	2.273100e-05	12	2.963860e-04	2.527900e-05	12	1.263470e-03	1.133480e-04	12	false	GAMG	2.210120e-04	1.651030e-06	4	true
369           	smoothSolver	2.497550e-04	2.264390e-05	12	2.945500e-04	2.512560e-05	12	1.258530e-03	1.129080e-04	12	false	GAMG	2.199520e-04	1.641850e-06	4	true
370           	smoothSolver	2.488000e-04	2.255660e-05	12	2.928330e-04	2.497210e-05	12	1.253620e-03	1.124690e-04	12	false	GAMG	2.188970e-04	1.634220e-06	4	true
371           	smoothSolver	2.478410e-04	2.247030e-05	12	2.910200e-04	2.482080e-05	12	1.248740e-03	1.120340e-04	12	false	GAMG	2.178560e-04	1.624950e-06	4	true
372           	smoothSolver	2.468950e-04	2.238380e-05	12	2.893260e-04	2.466940e-05	12	1.243870e-03	1.115990e-04	12	false	GAMG	2.168310e-04	1.617230e-06	4	true
373           	smoothSolver	2.459460e-04	2.229830e-05	12	2.875380e-04	2.452020e-05	12	1.239040e-03	1.111690e-04	12	false	GAMG	2.158210e-04	1.607950e-06	4	true
374           	smoothSolver	2.450080e-04	2.221270e-05	12	2.858670e-04	2.437090e-05	12	1.234230e-03	1.107380e-04	12	false	GAMG	2.148270e-04	1.600120e-06	4	true
375           	smoothSolver	2.440670e-04	2.212790e-05	12	2.841030e-04	2.422380e-05	12	1.229450e-03	1.103130e-04	12	false	GAMG	2.138530e-04	1.590960e-06	4	true
376           	smoothSolver	2.431380e-04	2.204310e-05	12	2.824570e-04	2.407660e-05	12	1.224690e-03	1.098870e-04	12	false	GAMG	2.128730e-04	1.582800e-06	4	true
377           	smoothSolver	2.422060e-04	2.195920e-05	12	2.807180e-04	2.393160e-05	12	1.219960e-03	1.094660e-04	12	false	GAMG	2.118950e-04	1.573620e-06	4	true
378           	smoothSolver	2.412860e-04	2.187510e-05	12	2.790950e-04	2.378660e-05	12	1.215240e-03	1.090440e-04	12	false	GAMG	2.109110e-04	1.565500e-06	4	true
379           	smoothSolver	2.403630e-04	2.179190e-05	12	2.773810e-04	2.364370e-05	12	1.210560e-03	1.086270e-04	12	false	GAMG	2.099400e-04	1.557010e-06	4	true
380           	smoothSolver	2.394510e-04	2.170860e-05	12	2.757820e-04	2.350070e-05	12	1.205900e-03	1.082090e-04	12	false	GAMG	2.089670e-04	1.549400e-06	4	true
381           	smoothSolver	2.385360e-04	2.162620e-05	12	2.740910e-04	2.335980e-05	12	1.201260e-03	1.077970e-04	12	false	GAMG	2.080020e-04	1.541660e-06	4	true
382           	smoothSolver	2.376330e-04	2.154360e-05	12	2.725160e-04	2.321880e-05	12	1.196650e-03	1.073830e-04	12	false	GAMG	2.070420e-04	1.534320e-06	4	true
383           	smoothSolver	2.367260e-04	2.146200e-05	12	2.708490e-04	2.307990e-05	12	1.192060e-03	1.069750e-04	12	false	GAMG	2.060960e-04	1.526650e-06	4	true
384           	smoothSolver	2.358310e-04	2.138020e-05	12	2.692950e-04	2.294080e-05	12	1.187490e-03	1.065660e-04	12	false	GAMG	2.051650e-04	1.519270e-06	4	true
385           	smoothSolver	2.349330e-04	2.129930e-05	12	2.676490e-04	2.280380e-05	12	1.182960e-03	1.061620e-04	12	false	GAMG	2.042450e-04	1.511600e-06	4	true
386           	smoothSolver	2.340460e-04	2.121820e-05	12	2.661150e-04	2.266660e-05	12	1.178430e-03	1.057570e-04	12	false	GAMG	2.033280e-04	1.504060e-06	4	true
387           	smoothSolver	2.331560e-04	2.113810e-05	12	2.644910e-04	2.253150e-05	12	1.173940e-03	1.053570e-04	12	false	GAMG	2.024150e-04	1.496330e-06	4	true
388           	smoothSolver	2.322770e-04	2.105780e-05	12	2.629800e-04	2.239620e-05	12	1.169470e-03	1.049560e-04	12	false	GAMG	2.014970e-04	1.488490e-06	4	true
389           	smoothSolver	2.313950e-04	2.097830e-05	12	2.613780e-04	2.226300e-05	12	1.165020e-03	1.045600e-04	12	false	GAMG	2.005870e-04	1.480810e-06	4	true
390           	smoothSolver	2.305240e-04	2.089870e-05	12	2.598880e-04	2.212960e-05	12	1.160590e-03	1.041630e-04	12	false	GAMG	1.996830e-04	1.472780e-06	4	true
391           	smoothSolver	2.296500e-04	2.082000e-05	12	2.583080e-04	2.199820e-05	12	1.156190e-03	1.037710e-04	12	false	GAMG	1.987830e-04	1.465320e-06	4	true
392           	smoothSolver	2.287870e-04	2.074110e-05	12	2.568380e-04	2.186660e-05	12	1.151800e-03	1.033780e-04	12	false	GAMG	1.978800e-04	1.457360e-06	4	true
393           	smoothSolver	2.279210e-04	2.066310e-05	12	2.552800e-04	2.173700e-05	12	1.147440e-03	1.029890e-04	12	false	GAMG	1.969850e-04	1.450380e-06	4	true
394           	smoothSolver	2.270650e-04	2.058500e-05	12	2.538310e-04	2.160720e-05	12	1.143090e-03	1.026000e-04	12	false	GAMG	1.960970e-04	1.442580e-06	4	true
395           	smoothSolver	2.262070e-04	2.050770e-05	12	2.522950e-04	2.147940e-05	12	1.138770e-03	1.022150e-04	12	false	GAMG	1.952220e-04	1.435930e-06	4	true
396           	smoothSolver	2.253590e-04	2.043020e-05	12	2.508660e-04	2.135140e-05	12	1.134470e-03	1.018300e-04	12	false	GAMG	1.943420e-04	1.428080e-06	4	true
397           	smoothSolver	2.245080e-04	2.035360e-05	12	2.493490e-04	2.122530e-05	12	1.130200e-03	1.014490e-04	12	false	GAMG	1.934690e-04	1.421620e-06	4	true
398           	smoothSolver	2.236680e-04	2.027670e-05	12	2.479390e-04	2.109900e-05	12	1.125940e-03	1.010680e-04	12	false	GAMG	1.925840e-04	1.414010e-06	4	true
399           	smoothSolver	2.228250e-04	2.020080e-05	12	2.464420e-04	2.097470e-05	12	1.121710e-03	1.006910e-04	12	false	GAMG	1.916960e-04	1.407900e-06	4	true
400           	smoothSolver	2.219920e-04	2.012470e-05	12	2.450530e-04	2.085010e-05	12	1.117490e-03	1.003130e-04	12	false	GAMG	1.908110e-04	1.400330e-06	4	true
401           	smoothSolver	2.211560e-04	2.004940e-05	12	2.435760e-04	2.072740e-05	12	1.113300e-03	9.993930e-05	12	false	GAMG	1.899300e-04	1.394590e-06	4	true
402           	smoothSolver	2.203310e-04	1.997400e-05	12	2.422070e-04	2.060450e-05	12	1.109130e-03	9.956520e-05	12	false	GAMG	1.890560e-04	1.387100e-06	4	true
403           	smoothSolver	2.195030e-04	1.989940e-05	12	2.407520e-04	2.048350e-05	12	1.104980e-03	9.919530e-05	12	false	GAMG	1.881980e-04	1.381420e-06	4	true
404           	smoothSolver	2.186840e-04	1.982460e-05	12	2.394020e-04	2.036220e-05	12	1.100840e-03	9.882490e-05	12	false	GAMG	1.873600e-04	1.374010e-06	4	true
405           	smoothSolver	2.178630e-04	1.975070e-05	12	2.379660e-04	2.024280e-05	12	1.096740e-03	9.845860e-05	12	false	GAMG	1.865460e-04	1.368500e-06	4	true
406           	smoothSolver	2.170530e-04	1.967660e-05	12	2.366350e-04	2.012310e-05	12	1.092640e-03	9.809170e-05	12	false	GAMG	1.857340e-04	1.361000e-06	4	true
407           	smoothSolver	2.162390e-04	1.960330e-05	12	2.352190e-04	2.000530e-05	12	1.088570e-03	9.772900e-05	12	false	GAMG	1.849340e-04	1.355500e-06	4	true
408           	smoothSolver	2.154350e-04	1.952980e-05	12	2.339040e-04	1.988720e-05	12	1.084520e-03	9.736570e-05	12	false	GAMG	1.841310e-04	1.348110e-06	4	true
409           	smoothSolver	2.146290e-04	1.945720e-05	12	2.325050e-04	1.977100e-05	12	1.080490e-03	9.700640e-05	12	false	GAMG	1.833330e-04	1.342940e-06	4	true
410           	smoothSolver	2.138320e-04	1.938430e-05	12	2.312090e-04	1.965450e-05	12	1.076470e-03	9.664660e-05	12	false	GAMG	1.825410e-04	1.335740e-06	4	true
411           	smoothSolver	2.130330e-04	1.931240e-05	12	2.298270e-04	1.953980e-05	12	1.072490e-03	9.629080e-05	12	false	GAMG	1.817570e-04	1.330770e-06	4	true
412           	smoothSolver	2.122430e-04	1.924020e-05	12	2.285460e-04	1.942480e-05	12	1.068510e-03	9.593450e-05	12	false	GAMG	1.809690e-04	1.323490e-06	4	true
413           	smoothSolver	2.114510e-04	1.916880e-05	12	2.271790e-04	1.931150e-05	12	1.064560e-03	9.558200e-05	12	false	GAMG	1.801840e-04	1.318680e-06	4	true
414           	smoothSolver	2.106680e-04	1.909720e-05	12	2.259140e-04	1.919800e-05	12	1.060620e-03	9.522920e-05	12	false	GAMG	1.793950e-04	1.312170e-06	4	true
415           	smoothSolver	2.098820e-04	1.902650e-05	12	2.245640e-04	1.908620e-05	12	1.056700e-03	9.488010e-05	12	false	GAMG	1.786100e-04	1.308040e-06	4	true
416           	smoothSolver	2.091060e-04	1.895560e-05	12	2.233140e-04	1.897410e-05	12	1.052800e-03	9.453040e-05	12	false	GAMG	1.778070e-04	1.301460e-06	4	true
417           	smoothSolver	2.083270e-04	1.888550e-05	12	2.219810e-04	1.886380e-05	12	1.048920e-03	9.418450e-05	12	false	GAMG	1.770030e-04	1.297360e-06	4	true
418           	smoothSolver	2.075580e-04	1.881510e-05	12	2.207480e-04	1.875310e-05	12	1.045050e-03	9.383810e-05	12	false	GAMG	1.761980e-04	1.291050e-06	4	true
419           	smoothSolver	2.067860e-04	1.874560e-05	12	2.194320e-04	1.864410e-05	12	1.041210e-03	9.349540e-05	12	false	GAMG	1.753990e-04	1.286420e-06	4	true
420           	smoothSolver	2.060230e-04	1.867590e-05	12	2.182140e-04	1.853490e-05	12	1.037380e-03	9.315220e-05	12	false	GAMG	1.745990e-04	1.279510e-06	4	true
421           	smoothSolver	2.052580e-04	1.860700e-05	12	2.169150e-04	1.842740e-05	12	1.033580e-03	9.281250e-05	12	false	GAMG	1.738050e-04	1.274500e-06	4	true
422           	smoothSolver	2.045010e-04	1.853780e-05	12	2.157140e-04	1.831960e-05	12	1.029780e-03	9.247250e-05	12	false	GAMG	1.730120e-04	1.267030e-06	4	true
423           	smoothSolver	2.037420e-04	1.846950e-05	12	2.144320e-04	1.821350e-05	12	1.026010e-03	9.213600e-05	12	false	GAMG	1.722240e-04	1.261940e-06	4	true
424           	smoothSolver	2.029920e-04	1.840100e-05	12	2.132460e-04	1.810720e-05	12	1.022250e-03	9.179910e-05	12	false	GAMG	1.714230e-04	1.254520e-06	4	true
425           	smoothSolver	2.022390e-04	1.833320e-05	12	2.119780e-04	1.800260e-05	12	1.018520e-03	9.146580e-05	12	false	GAMG	1.706300e-04	1.250190e-06	4	true
426           	smoothSolver	2.014960e-04	1.826520e-05	12	2.108080e-04	1.789770e-05	12	1.014790e-03	9.113220e-05	12	false	GAMG	1.698390e-04	1.243310e-06	4	true
427           	smoothSolver	2.007490e-04	1.819810e-05	12	2.095570e-04	1.779450e-05	12	1.011090e-03	9.080200e-05	12	false	GAMG	1.690530e-04	1.239260e-06	4	true
428           	smoothSolver	2.000120e-04	1.813070e-05	12	2.084030e-04	1.769090e-05	12	1.007400e-03	9.047150e-05	12	false	GAMG	1.682650e-04	1.232520e-06	4	true
429           	smoothSolver	1.992720e-04	1.806410e-05	12	2.071690e-04	1.758910e-05	12	1.003740e-03	9.014440e-05	12	false	GAMG	1.674840e-04	1.228380e-06	4	true
430           	smoothSolver	1.985410e-04	1.799730e-05	12	2.060300e-04	1.748680e-05	12	1.000090e-03	8.981700e-05	12	false	GAMG	1.667060e-04	1.221370e-06	4	true
431           	smoothSolver	1.978070e-04	1.793130e-05	12	2.048110e-04	1.738620e-05	12	9.964560e-04	8.949300e-05	12	false	GAMG	1.659440e-04	1.217140e-06	4	true
432           	smoothSolver	1.970830e-04	1.786500e-05	12	2.036870e-04	1.728530e-05	12	9.928370e-04	8.916860e-05	12	false	GAMG	1.651910e-04	1.210110e-06	4	true
433           	smoothSolver	1.963550e-04	1.779960e-05	12	2.024850e-04	1.718610e-05	12	9.892410e-04	8.884760e-05	12	false	GAMG	1.644490e-04	1.206070e-06	4	true
434           	smoothSolver	1.956370e-04	1.773390e-05	12	2.013770e-04	1.708650e-05	12	9.856560e-04	8.852630e-05	12	false	GAMG	1.637110e-04	1.199240e-06	4	true
435           	smoothSolver	1.949160e-04	1.766900e-05	12	2.001910e-04	1.698850e-05	12	9.820940e-04	8.820830e-05	12	false	GAMG	1.629890e-04	1.195540e-06	4	true
436           	smoothSolver	1.942040e-04	1.760380e-05	12	1.990980e-04	1.689010e-05	12	9.785430e-04	8.789000e-05	12	false	GAMG	1.622730e-04	1.188840e-06	4	true
437           	smoothSolver	1.934890e-04	1.753950e-05	12	1.979260e-04	1.679340e-05	12	9.750140e-04	8.757500e-05	12	false	GAMG	1.615650e-04	1.185260e-06	4	true
438           	smoothSolver	1.927830e-04	1.747490e-05	12	1.968460e-04	1.669630e-05	12	9.714960e-04	8.725970e-05	12	false	GAMG	1.608620e-04	1.178590e-06	4	true
439           	smoothSolver	1.920740e-04	1.741120e-05	12	1.956910e-04	1.660080e-05	12	9.680000e-04	8.694750e-05	12	false	GAMG	1.601750e-04	1.175180e-06	4	true
440           	smoothSolver	1.913740e-04	1.734710e-05	12	1.946270e-04	1.650500e-05	12	9.645150e-04	8.663510e-05	12	false	GAMG	1.594910e-04	1.168800e-06	4	true
441           	smoothSolver	1.906710e-04	1.728390e-05	12	1.934840e-04	1.641080e-05	12	9.610500e-04	8.632590e-05	12	false	GAMG	1.588120e-04	1.165620e-06	4	true
442           	smoothSolver	1.899770e-04	1.722040e-05	12	1.924310e-04	1.631620e-05	12	9.575960e-04	8.601630e-05	12	false	GAMG	1.581220e-04	1.159340e-06	4	true
443           	smoothSolver	1.897360e-04	1.718010e-05	12	1.913640e-04	1.622350e-05	12	9.564760e-04	8.573640e-05	12	false	GAMG	2.778060e-04	9.035870e-07	6	true
444           	smoothSolver	1.897590e-04	1.709890e-05	12	1.947940e-04	1.622630e-05	12	9.578040e-04	8.547400e-05	12	false	GAMG	2.150550e-04	1.258010e-06	5	true
445           	smoothSolver	1.898320e-04	1.712350e-05	12	1.910800e-04	1.608030e-05	12	9.573420e-04	8.521130e-05	12	false	GAMG	6.257600e-04	2.599090e-06	6	true
446           	smoothSolver	1.931070e-04	1.706350e-05	12	2.033030e-04	2.011020e-05	11	9.703580e-04	8.513180e-05	12	false	GAMG	3.976410e-04	2.993230e-06	5	true
447           	smoothSolver	1.909810e-04	1.709840e-05	12	1.955490e-04	1.622580e-05	12	9.637020e-04	8.490800e-05	12	false	GAMG	9.300950e-04	5.192580e-06	6	true
448           	smoothSolver	1.980900e-04	1.720060e-05	12	2.089240e-04	2.043250e-05	11	9.821470e-04	8.508660e-05	12	false	GAMG	6.016650e-04	5.235280e-06	5	true
449           	smoothSolver	1.937460e-04	1.718310e-05	12	1.987420e-04	1.632300e-05	12	9.738030e-04	8.501000e-05	12	false	GAMG	1.235090e-03	6.631530e-06	6	true
450           	smoothSolver	2.040920e-04	1.750690e-05	12	2.135640e-04	2.079440e-05	11	9.987740e-04	8.558440e-05	12	false	GAMG	7.860940e-04	4.872620e-06	5	true
451           	smoothSolver	1.977100e-04	1.742660e-05	12	2.040520e-04	1.661390e-05	12	9.881880e-04	8.587820e-05	12	false	GAMG	1.318010e-03	7.075120e-06	6	true
452           	smoothSolver	2.054410e-04	1.785020e-05	12	2.194800e-04	2.122750e-05	11	1.007480e-03	8.703300e-05	12	false	GAMG	9.357310e-04	9.026590e-06	5	true
453           	smoothSolver	2.088070e-04	1.833220e-05	12	2.231600e-04	2.162600e-05	11	1.028540e-03	8.917000e-05	12	false	GAMG	1.210860e-03	6.739960e-06	6	true
