# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
150           	smoothSolver	6.928530e-04	6.243110e-05	12	1.328880e-03	1.148000e-04	12	3.544900e-03	3.173610e-04	12	false	GAMG	6.687110e-04	5.966030e-06	4	true
151           	smoothSolver	6.889880e-04	6.208690e-05	12	1.317990e-03	1.138750e-04	12	3.521320e-03	3.152730e-04	12	false	GAMG	6.634600e-04	5.962940e-06	4	true
152           	smoothSolver	6.851790e-04	6.174450e-05	12	1.307510e-03	1.129580e-04	12	3.497920e-03	3.131650e-04	12	false	GAMG	6.584630e-04	5.818220e-06	4	true
153           	smoothSolver	6.813720e-04	6.140530e-05	12	1.296870e-03	1.120540e-04	12	3.474770e-03	3.111140e-04	12	false	GAMG	6.535630e-04	5.817940e-06	4	true
154           	smoothSolver	6.776190e-04	6.106800e-05	12	1.286640e-03	1.111570e-04	12	3.451790e-03	3.090440e-04	12	false	GAMG	6.488870e-04	5.679700e-06	4	true
155           	smoothSolver	6.738690e-04	6.073380e-05	12	1.276240e-03	1.102730e-04	12	3.429080e-03	3.070320e-04	12	false	GAMG	6.443440e-04	5.680230e-06	4	true
156           	smoothSolver	6.701730e-04	6.040150e-05	12	1.266230e-03	1.093950e-04	12	3.406540e-03	3.050010e-04	12	false	GAMG	6.399590e-04	5.545690e-06	4	true
157           	smoothSolver	6.664780e-04	6.007220e-05	12	1.256050e-03	1.085300e-04	12	3.384270e-03	3.030280e-04	12	false	GAMG	6.356450e-04	5.547390e-06	4	true
158           	smoothSolver	6.628360e-04	5.974480e-05	12	1.246250e-03	1.076710e-04	12	3.362160e-03	3.010350e-04	12	false	GAMG	6.314540e-04	5.417790e-06	4	true
159           	smoothSolver	6.591970e-04	5.942030e-05	12	1.236280e-03	1.068240e-04	12	3.340300e-03	2.990990e-04	12	false	GAMG	6.273650e-04	5.420860e-06	4	true
160           	smoothSolver	6.556090e-04	5.909760e-05	12	1.226690e-03	1.059830e-04	12	3.318600e-03	2.971440e-04	12	false	GAMG	6.233040e-04	5.294900e-06	4	true
161           	smoothSolver	6.520220e-04	5.877780e-05	12	1.216940e-03	1.051530e-04	12	3.297160e-03	2.952440e-04	12	false	GAMG	6.191760e-04	5.298770e-06	4	true
162           	smoothSolver	6.484840e-04	5.845960e-05	12	1.207570e-03	1.043300e-04	12	3.275880e-03	2.933250e-04	12	false	GAMG	6.150340e-04	5.177020e-06	4	true
163           	smoothSolver	6.449500e-04	5.814440e-05	12	1.198020e-03	1.035170e-04	12	3.254830e-03	2.914610e-04	12	false	GAMG	6.109700e-04	5.181930e-06	4	true
164           	smoothSolver	6.414640e-04	5.783090e-05	12	1.188840e-03	1.027110e-04	12	3.233950e-03	2.895790e-04	12	false	GAMG	6.070750e-04	5.063600e-06	4	true
165           	smoothSolver	6.379820e-04	5.752020e-05	12	1.179490e-03	1.019150e-04	12	3.213300e-03	2.877490e-04	12	false	GAMG	6.031400e-04	5.069550e-06	4	true
166           	smoothSolver	6.345470e-04	5.721120e-05	12	1.170500e-03	1.011250e-04	12	3.192810e-03	2.859020e-04	12	false	GAMG	5.993050e-04	4.954550e-06	4	true
167           	smoothSolver	6.311160e-04	5.690490e-05	12	1.161330e-03	1.003460e-04	12	3.172550e-03	2.841070e-04	12	false	GAMG	5.954780e-04	4.960750e-06	4	true
168           	smoothSolver	6.277310e-04	5.660030e-05	12	1.152530e-03	9.957210e-05	12	3.152450e-03	2.822950e-04	12	false	GAMG	5.917340e-04	4.848500e-06	4	true
169           	smoothSolver	6.243480e-04	5.629840e-05	12	1.143560e-03	9.880820e-05	12	3.132570e-03	2.805330e-04	12	false	GAMG	5.879530e-04	4.855570e-06	4	true
170           	smoothSolver	6.210100e-04	5.599810e-05	12	1.134930e-03	9.804980e-05	12	3.112840e-03	2.787540e-04	12	false	GAMG	5.842220e-04	4.746270e-06	4	true
171           	smoothSolver	6.176750e-04	5.570050e-05	12	1.126140e-03	9.730110e-05	12	3.093320e-03	2.770250e-04	12	false	GAMG	5.804810e-04	4.754030e-06	4	true
172           	smoothSolver	6.143850e-04	5.540430e-05	12	1.117690e-03	9.655790e-05	12	3.073940e-03	2.752780e-04	12	false	GAMG	5.767740e-04	4.647890e-06	4	true
173           	smoothSolver	6.110970e-04	5.511080e-05	12	1.109070e-03	9.582420e-05	12	3.054790e-03	2.735810e-04	12	false	GAMG	5.730430e-04	4.656400e-06	4	true
174           	smoothSolver	6.078520e-04	5.481870e-05	12	1.100790e-03	9.509590e-05	12	3.035780e-03	2.718670e-04	12	false	GAMG	5.693190e-04	4.553220e-06	4	true
175           	smoothSolver	6.046090e-04	5.452930e-05	12	1.092340e-03	9.437680e-05	12	3.016980e-03	2.702010e-04	12	false	GAMG	5.655460e-04	4.562650e-06	4	true
176           	smoothSolver	6.014100e-04	5.424120e-05	12	1.084230e-03	9.366260e-05	12	2.998320e-03	2.685180e-04	12	false	GAMG	5.619210e-04	4.461510e-06	4	true
177           	smoothSolver	5.982120e-04	5.395560e-05	12	1.075950e-03	9.295740e-05	12	2.979860e-03	2.668820e-04	12	false	GAMG	5.583030e-04	4.471140e-06	4	true
178           	smoothSolver	5.950560e-04	5.367140e-05	12	1.067990e-03	9.225690e-05	12	2.961530e-03	2.652300e-04	12	false	GAMG	5.547870e-04	4.372730e-06	4	true
179           	smoothSolver	5.919020e-04	5.338970e-05	12	1.059880e-03	9.156530e-05	12	2.943410e-03	2.636240e-04	12	false	GAMG	5.513080e-04	4.383420e-06	4	true
180           	smoothSolver	5.887890e-04	5.310940e-05	12	1.052080e-03	9.087810e-05	12	2.925420e-03	2.620020e-04	12	false	GAMG	5.478590e-04	4.287860e-06	4	true
181           	smoothSolver	5.856800e-04	5.283160e-05	12	1.044120e-03	9.019950e-05	12	2.907630e-03	2.604250e-04	12	false	GAMG	5.444860e-04	4.299060e-06	4	true
182           	smoothSolver	5.826100e-04	5.255510e-05	12	1.036470e-03	8.952540e-05	12	2.889970e-03	2.588320e-04	12	false	GAMG	5.411950e-04	4.205750e-06	4	true
183           	smoothSolver	5.795420e-04	5.228110e-05	12	1.028670e-03	8.885980e-05	12	2.872490e-03	2.572840e-04	12	false	GAMG	5.378330e-04	4.217200e-06	4	true
184           	smoothSolver	5.765130e-04	5.200830e-05	12	1.021170e-03	8.819840e-05	12	2.855130e-03	2.557200e-04	12	false	GAMG	5.344400e-04	4.126290e-06	4	true
185           	smoothSolver	5.734880e-04	5.173800e-05	12	1.013510e-03	8.754530e-05	12	2.837980e-03	2.541990e-04	12	false	GAMG	5.310490e-04	4.138470e-06	4	true
186           	smoothSolver	5.705010e-04	5.146890e-05	12	1.006160e-03	8.689620e-05	12	2.820940e-03	2.526630e-04	12	false	GAMG	5.277240e-04	4.049970e-06	4	true
187           	smoothSolver	5.675170e-04	5.120220e-05	12	9.986470e-04	8.625510e-05	12	2.804090e-03	2.511700e-04	12	false	GAMG	5.244540e-04	4.062510e-06	4	true
188           	smoothSolver	5.645700e-04	5.093670e-05	12	9.914330e-04	8.561790e-05	12	2.787350e-03	2.496610e-04	12	false	GAMG	5.212950e-04	3.976100e-06	4	true
189           	smoothSolver	5.616250e-04	5.067350e-05	12	9.840590e-04	8.498840e-05	12	2.770810e-03	2.481940e-04	12	false	GAMG	5.181430e-04	3.988570e-06	4	true
190           	smoothSolver	5.587160e-04	5.041140e-05	12	9.769810e-04	8.436270e-05	12	2.754370e-03	2.467120e-04	12	false	GAMG	5.149970e-04	3.903970e-06	4	true
191           	smoothSolver	5.558100e-04	5.015170e-05	12	9.697430e-04	8.374510e-05	12	2.738120e-03	2.452710e-04	12	false	GAMG	5.118040e-04	3.916670e-06	4	true
192           	smoothSolver	5.529390e-04	4.989310e-05	12	9.627980e-04	8.313100e-05	12	2.721980e-03	2.438160e-04	12	false	GAMG	5.086700e-04	3.834460e-06	4	true
193           	smoothSolver	5.500720e-04	4.963680e-05	12	9.556910e-04	8.252460e-05	12	2.706010e-03	2.424010e-04	12	false	GAMG	5.055560e-04	3.847320e-06	4	true
194           	smoothSolver	5.472390e-04	4.938160e-05	12	9.488710e-04	8.192160e-05	12	2.690150e-03	2.409710e-04	12	false	GAMG	5.024610e-04	3.766750e-06	4	true
195           	smoothSolver	5.444110e-04	4.912860e-05	12	9.418910e-04	8.132620e-05	12	2.674470e-03	2.395810e-04	12	false	GAMG	4.993320e-04	3.779820e-06	4	true
196           	smoothSolver	5.416160e-04	4.887680e-05	12	9.351940e-04	8.073430e-05	12	2.658890e-03	2.381760e-04	12	false	GAMG	4.962720e-04	3.701670e-06	4	true
197           	smoothSolver	5.388260e-04	4.862730e-05	12	9.283360e-04	8.014950e-05	12	2.643490e-03	2.368100e-04	12	false	GAMG	4.932330e-04	3.714750e-06	4	true
198           	smoothSolver	5.360690e-04	4.837880e-05	12	9.217580e-04	7.956800e-05	12	2.628190e-03	2.354300e-04	12	false	GAMG	4.902710e-04	3.638390e-06	4	true
199           	smoothSolver	5.333150e-04	4.813250e-05	12	9.150210e-04	7.899370e-05	12	2.613050e-03	2.340880e-04	12	false	GAMG	4.873130e-04	3.651390e-06	4	true
200           	smoothSolver	5.305950e-04	4.788730e-05	12	9.085610e-04	7.842260e-05	12	2.598010e-03	2.327320e-04	12	false	GAMG	4.844120e-04	3.576950e-06	4	true
201           	smoothSolver	5.278780e-04	4.764420e-05	12	9.019440e-04	7.785850e-05	12	2.583140e-03	2.314130e-04	12	false	GAMG	4.814820e-04	3.589980e-06	4	true
202           	smoothSolver	5.251930e-04	4.740220e-05	12	8.955980e-04	7.729740e-05	12	2.568370e-03	2.300800e-04	12	false	GAMG	4.786540e-04	3.517530e-06	4	true
203           	smoothSolver	5.225110e-04	4.716220e-05	12	8.890940e-04	7.674340e-05	12	2.553760e-03	2.287850e-04	12	false	GAMG	4.758120e-04	3.530470e-06	4	true
204           	smoothSolver	5.198610e-04	4.692330e-05	12	8.828590e-04	7.619230e-05	12	2.539240e-03	2.274750e-04	12	false	GAMG	4.730360e-04	3.459350e-06	4	true
205           	smoothSolver	5.172140e-04	4.668640e-05	12	8.764700e-04	7.564810e-05	12	2.524870e-03	2.262010e-04	12	false	GAMG	4.702750e-04	3.472200e-06	4	true
206           	smoothSolver	5.145980e-04	4.645050e-05	12	8.703480e-04	7.510660e-05	12	2.510600e-03	2.249140e-04	12	false	GAMG	4.675930e-04	3.402840e-06	4	true
207           	smoothSolver	5.119850e-04	4.621670e-05	12	8.640700e-04	7.457180e-05	12	2.496480e-03	2.236620e-04	12	false	GAMG	4.649560e-04	3.415820e-06	4	true
208           	smoothSolver	5.094020e-04	4.598380e-05	12	8.580510e-04	7.403960e-05	12	2.482460e-03	2.223970e-04	12	false	GAMG	4.623500e-04	3.348130e-06	4	true
209           	smoothSolver	5.068230e-04	4.575300e-05	12	8.518770e-04	7.351390e-05	12	2.468580e-03	2.211660e-04	12	false	GAMG	4.597340e-04	3.361020e-06	4	true
210           	smoothSolver	5.042750e-04	4.552310e-05	12	8.459640e-04	7.299080e-05	12	2.454790e-03	2.199220e-04	12	false	GAMG	4.571590e-04	3.294810e-06	4	true
211           	smoothSolver	5.017290e-04	4.529530e-05	12	8.398980e-04	7.247430e-05	12	2.441140e-03	2.187130e-04	12	false	GAMG	4.545610e-04	3.307940e-06	4	true
212           	smoothSolver	4.992130e-04	4.506840e-05	12	8.340830e-04	7.196020e-05	12	2.427580e-03	2.174900e-04	12	false	GAMG	4.519590e-04	3.243320e-06	4	true
213           	smoothSolver	4.967010e-04	4.484350e-05	12	8.281190e-04	7.145250e-05	12	2.414170e-03	2.163000e-04	12	false	GAMG	4.494080e-04	3.256390e-06	4	true
214           	smoothSolver	4.942190e-04	4.461950e-05	12	8.224110e-04	7.094730e-05	12	2.400840e-03	2.150980e-04	12	false	GAMG	4.469500e-04	3.193060e-06	4	true
215           	smoothSolver	4.917400e-04	4.439750e-05	12	8.165510e-04	7.044840e-05	12	2.387650e-03	2.139290e-04	12	false	GAMG	4.444490e-04	3.205870e-06	4	true
216           	smoothSolver	4.892890e-04	4.417630e-05	12	8.109390e-04	6.995170e-05	12	2.374540e-03	2.127460e-04	12	false	GAMG	4.419620e-04	3.143870e-06	4	true
217           	smoothSolver	4.868410e-04	4.395710e-05	12	8.051780e-04	6.946130e-05	12	2.361580e-03	2.115960e-04	12	false	GAMG	4.394330e-04	3.156980e-06	4	true
218           	smoothSolver	4.844210e-04	4.373880e-05	12	7.996630e-04	6.897300e-05	12	2.348680e-03	2.104340e-04	12	false	GAMG	4.369650e-04	3.096400e-06	4	true
219           	smoothSolver	4.820040e-04	4.352230e-05	12	7.939990e-04	6.849080e-05	12	2.335930e-03	2.093030e-04	12	false	GAMG	4.344980e-04	3.109520e-06	4	true
220           	smoothSolver	4.796150e-04	4.330670e-05	12	7.885760e-04	6.801070e-05	12	2.323250e-03	2.081590e-04	12	false	GAMG	4.320920e-04	3.050400e-06	4	true
221           	smoothSolver	4.772280e-04	4.309300e-05	12	7.830030e-04	6.753660e-05	12	2.310710e-03	2.070470e-04	12	false	GAMG	4.296680e-04	3.063280e-06	4	true
222           	smoothSolver	4.748690e-04	4.288010e-05	12	7.776660e-04	6.706440e-05	12	2.298240e-03	2.059220e-04	12	false	GAMG	4.272450e-04	3.005270e-06	4	true
223           	smoothSolver	4.725120e-04	4.266900e-05	12	7.721830e-04	6.659800e-05	12	2.285900e-03	2.048280e-04	12	false	GAMG	4.248100e-04	3.018010e-06	4	true
224           	smoothSolver	4.701820e-04	4.245880e-05	12	7.669390e-04	6.613350e-05	12	2.273630e-03	2.037220e-04	12	false	GAMG	4.224090e-04	2.961040e-06	4	true
225           	smoothSolver	4.678550e-04	4.225040e-05	12	7.615470e-04	6.567470e-05	12	2.261500e-03	2.026450e-04	12	false	GAMG	4.199890e-04	2.973680e-06	4	true
226           	smoothSolver	4.655550e-04	4.204280e-05	12	7.563890e-04	6.521790e-05	12	2.249430e-03	2.015570e-04	12	false	GAMG	4.176120e-04	2.917800e-06	4	true
227           	smoothSolver	4.632580e-04	4.183700e-05	12	7.510870e-04	6.476670e-05	12	2.237480e-03	2.004980e-04	12	false	GAMG	4.152430e-04	2.930420e-06	4	true
228           	smoothSolver	4.609870e-04	4.163210e-05	12	7.460170e-04	6.431720e-05	12	2.225610e-03	1.994270e-04	12	false	GAMG	4.129250e-04	2.875730e-06	4	true
229           	smoothSolver	4.587190e-04	4.142890e-05	12	7.408000e-04	6.387330e-05	12	2.213860e-03	1.983850e-04	12	false	GAMG	4.106000e-04	2.888330e-06	4	true
230           	smoothSolver	4.564780e-04	4.122650e-05	12	7.358110e-04	6.343100e-05	12	2.202180e-03	1.973320e-04	12	false	GAMG	4.083330e-04	2.834520e-06	4	true
231           	smoothSolver	4.542380e-04	4.102600e-05	12	7.306800e-04	6.299420e-05	12	2.190630e-03	1.963070e-04	12	false	GAMG	4.060570e-04	2.846920e-06	4	true
232           	smoothSolver	4.520240e-04	4.082610e-05	12	7.257760e-04	6.255910e-05	12	2.179130e-03	1.952710e-04	12	false	GAMG	4.038230e-04	2.794260e-06	4	true
233           	smoothSolver	4.498120e-04	4.062800e-05	12	7.207290e-04	6.212940e-05	12	2.167760e-03	1.942610e-04	12	false	GAMG	4.015740e-04	2.806640e-06	4	true
234           	smoothSolver	4.476260e-04	4.043050e-05	12	7.159050e-04	6.170130e-05	12	2.156450e-03	1.932420e-04	12	false	GAMG	3.993850e-04	2.754810e-06	4	true
235           	smoothSolver	4.454420e-04	4.023490e-05	12	7.109380e-04	6.127860e-05	12	2.145260e-03	1.922490e-04	12	false	GAMG	3.972150e-04	2.767080e-06	4	true
236           	smoothSolver	4.432820e-04	4.003980e-05	12	7.061930e-04	6.085740e-05	12	2.134130e-03	1.912460e-04	12	false	GAMG	3.950750e-04	2.716570e-06	4	true
237           	smoothSolver	4.411250e-04	3.984660e-05	12	7.013050e-04	6.044150e-05	12	2.123120e-03	1.902680e-04	12	false	GAMG	3.929100e-04	2.728870e-06	4	true
238           	smoothSolver	4.389910e-04	3.965400e-05	12	6.966350e-04	6.002710e-05	12	2.112160e-03	1.892810e-04	12	false	GAMG	3.907560e-04	2.679200e-06	4	true
239           	smoothSolver	4.368600e-04	3.946310e-05	12	6.918240e-04	5.961790e-05	12	2.101320e-03	1.883190e-04	12	false	GAMG	3.886040e-04	2.691350e-06	4	true
240           	smoothSolver	4.347530e-04	3.927280e-05	12	6.872300e-04	5.921020e-05	12	2.090540e-03	1.873470e-04	12	false	GAMG	3.864710e-04	2.642620e-06	4	true
241           	smoothSolver	4.326480e-04	3.908430e-05	12	6.824960e-04	5.880760e-05	12	2.079860e-03	1.864000e-04	12	false	GAMG	3.843070e-04	2.654690e-06	4	true
242           	smoothSolver	4.305670e-04	3.889640e-05	12	6.779740e-04	5.840630e-05	12	2.069250e-03	1.854440e-04	12	false	GAMG	3.821600e-04	2.606790e-06	4	true
243           	smoothSolver	4.284890e-04	3.871030e-05	12	6.733140e-04	5.801010e-05	12	2.058740e-03	1.845110e-04	12	false	GAMG	3.800140e-04	2.618750e-06	4	true
244           	smoothSolver	4.264350e-04	3.852470e-05	12	6.688640e-04	5.761520e-05	12	2.048290e-03	1.835700e-04	12	false	GAMG	3.778880e-04	2.571930e-06	4	true
245           	smoothSolver	4.243830e-04	3.834090e-05	12	6.642740e-04	5.722520e-05	12	2.037940e-03	1.826510e-04	12	false	GAMG	3.757890e-04	2.583850e-06	4	true
246           	smoothSolver	4.223550e-04	3.815770e-05	12	6.598920e-04	5.683650e-05	12	2.027650e-03	1.817240e-04	12	false	GAMG	3.737290e-04	2.537930e-06	4	true
247           	smoothSolver	4.203280e-04	3.797610e-05	12	6.553740e-04	5.645260e-05	12	2.017470e-03	1.808200e-04	12	false	GAMG	3.716570e-04	2.549720e-06	4	true
248           	smoothSolver	4.183250e-04	3.779510e-05	12	6.510620e-04	5.607000e-05	12	2.007340e-03	1.799080e-04	12	false	GAMG	3.696310e-04	2.504710e-06	4	true
249           	smoothSolver	4.163230e-04	3.761560e-05	12	6.466160e-04	5.569220e-05	12	1.997310e-03	1.790170e-04	12	false	GAMG	3.676160e-04	2.516440e-06	4	true
250           	smoothSolver	4.143440e-04	3.743680e-05	12	6.423750e-04	5.531550e-05	12	1.987330e-03	1.781190e-04	12	false	GAMG	3.656340e-04	2.472340e-06	4	true
251           	smoothSolver	4.123660e-04	3.725960e-05	12	6.379960e-04	5.494340e-05	12	1.977450e-03	1.772420e-04	12	false	GAMG	3.636350e-04	2.483910e-06	4	true
252           	smoothSolver	4.104090e-04	3.708280e-05	12	6.338180e-04	5.457260e-05	12	1.967630e-03	1.763570e-04	12	false	GAMG	3.616680e-04	2.440440e-06	4	true
253           	smoothSolver	4.084550e-04	3.690770e-05	12	6.295050e-04	5.420650e-05	12	1.957900e-03	1.754930e-04	12	false	GAMG	3.597590e-04	2.452170e-06	4	true
254           	smoothSolver	4.065220e-04	3.673310e-05	12	6.253910e-04	5.384140e-05	12	1.948220e-03	1.746220e-04	12	false	GAMG	3.578800e-04	2.409570e-06	4	true
255           	smoothSolver	4.045910e-04	3.656020e-05	12	6.211420e-04	5.348080e-05	12	1.938640e-03	1.737710e-04	12	false	GAMG	3.560030e-04	2.420930e-06	4	true
256           	smoothSolver	4.026830e-04	3.638770e-05	12	6.170930e-04	5.312130e-05	12	1.929110e-03	1.729130e-04	12	false	GAMG	3.541680e-04	2.378920e-06	4	true
257           	smoothSolver	4.007760e-04	3.621690e-05	12	6.129120e-04	5.276640e-05	12	1.919670e-03	1.720750e-04	12	false	GAMG	3.523300e-04	2.390190e-06	4	true
258           	smoothSolver	3.995550e-04	3.607910e-05	12	6.090270e-04	5.241260e-05	12	1.914870e-03	1.712870e-04	12	false	GAMG	5.321200e-04	3.921040e-06	5	true
259           	smoothSolver	3.980240e-04	3.584000e-05	12	6.095780e-04	5.219310e-05	12	1.913220e-03	1.704330e-04	12	false	GAMG	4.331360e-04	3.376780e-06	4	true
260           	smoothSolver	3.965660e-04	3.577860e-05	12	6.031350e-04	5.179370e-05	12	1.903070e-03	1.695700e-04	12	false	GAMG	8.239780e-04	3.021010e-06	6	true
261           	smoothSolver	3.964470e-04	3.548720e-05	12	6.060460e-04	5.174970e-05	12	1.911440e-03	1.688590e-04	12	false	GAMG	5.889960e-04	2.250670e-06	5	true
262           	smoothSolver	3.940750e-04	3.545260e-05	12	5.985070e-04	5.130410e-05	12	1.897530e-03	1.680310e-04	12	false	GAMG	1.082570e-03	9.954880e-06	5	true
263           	smoothSolver	3.959030e-04	3.519940e-05	12	6.061370e-04	5.143260e-05	12	1.911410e-03	1.673600e-04	12	false	GAMG	7.768080e-04	4.792520e-06	5	true
264           	smoothSolver	3.923870e-04	3.518980e-05	12	5.947340e-04	5.085740e-05	12	1.895510e-03	1.668390e-04	12	false	GAMG	1.469850e-03	1.290320e-05	5	true
265           	smoothSolver	3.948440e-04	3.497370e-05	12	6.056350e-04	5.122210e-05	12	1.907410e-03	1.665200e-04	12	false	GAMG	1.023540e-03	9.525900e-06	5	true
266           	smoothSolver	3.927020e-04	3.504790e-05	12	5.997070e-04	5.095780e-05	12	1.905510e-03	1.665900e-04	12	false	GAMG	1.408050e-03	1.277760e-05	5	true
267           	smoothSolver	3.951620e-04	3.513790e-05	12	6.065610e-04	5.123350e-05	12	1.911940e-03	1.672970e-04	12	false	GAMG	1.168360e-03	9.655050e-06	5	true
268           	smoothSolver	3.960210e-04	3.534010e-05	12	6.062760e-04	5.120120e-05	12	1.916080e-03	1.682070e-04	12	false	GAMG	1.228640e-03	9.752070e-06	5	true
269           	smoothSolver	3.958230e-04	3.544820e-05	12	6.024290e-04	5.113010e-05	12	1.914940e-03	1.688960e-04	12	false	GAMG	1.141040e-03	8.522140e-06	5	true
270           	smoothSolver	3.963820e-04	3.556510e-05	12	6.000590e-04	5.101260e-05	12	1.917000e-03	1.692460e-04	12	false	GAMG	1.087320e-03	6.433100e-06	5	true
271           	smoothSolver	3.945090e-04	3.548750e-05	12	5.942900e-04	5.068960e-05	12	1.910470e-03	1.691250e-04	12	false	GAMG	1.010000e-03	5.075240e-06	5	true
272           	smoothSolver	3.910200e-04	3.524300e-05	12	5.880610e-04	5.022370e-05	12	1.900320e-03	1.685580e-04	12	false	GAMG	9.339330e-04	5.545830e-06	5	true
273           	smoothSolver	3.864260e-04	3.487900e-05	12	5.814140e-04	4.967640e-05	12	1.888150e-03	1.677610e-04	12	false	GAMG	8.552220e-04	4.292300e-06	5	true
274           	smoothSolver	3.813770e-04	3.445920e-05	12	5.745280e-04	4.908900e-05	12	1.873350e-03	1.666960e-04	12	false	GAMG	7.834380e-04	3.484210e-06	5	true
275           	smoothSolver	3.764920e-04	3.404390e-05	12	5.675160e-04	4.851200e-05	12	1.859720e-03	1.656600e-04	12	false	GAMG	7.231100e-04	3.380300e-06	5	true
276           	smoothSolver	3.722100e-04	3.367070e-05	12	5.608340e-04	4.796030e-05	12	1.848020e-03	1.647720e-04	12	false	GAMG	6.714870e-04	6.662790e-06	4	true
277           	smoothSolver	3.685840e-04	3.335990e-05	12	5.543240e-04	4.744380e-05	12	1.837930e-03	1.640270e-04	12	false	GAMG	6.269300e-04	2.707110e-06	5	true
278           	smoothSolver	3.655490e-04	3.309770e-05	12	5.484340e-04	4.695380e-05	12	1.829630e-03	1.633890e-04	12	false	GAMG	5.858790e-04	2.092330e-06	5	true
279           	smoothSolver	3.630030e-04	3.287880e-05	12	5.427040e-04	4.649630e-05	12	1.821630e-03	1.627900e-04	12	false	GAMG	5.497230e-04	2.115860e-06	5	true
280           	smoothSolver	3.608290e-04	3.269030e-05	12	5.374680e-04	4.605870e-05	12	1.813990e-03	1.621820e-04	12	false	GAMG	5.176890e-04	2.099620e-06	5	true
281           	smoothSolver	3.588750e-04	3.252170e-05	12	5.323600e-04	4.564080e-05	12	1.806560e-03	1.615760e-04	12	false	GAMG	4.895120e-04	2.117170e-06	5	true
282           	smoothSolver	3.570870e-04	3.236470e-05	12	5.276250e-04	4.523760e-05	12	1.799180e-03	1.609530e-04	12	false	GAMG	4.646880e-04	2.060050e-06	5	true
283           	smoothSolver	3.553890e-04	3.221520e-05	12	5.229180e-04	4.484930e-05	12	1.791870e-03	1.603350e-04	12	false	GAMG	4.427230e-04	2.036020e-06	5	true
284           	smoothSolver	3.537640e-04	3.206970e-05	12	5.185200e-04	4.447120e-05	12	1.784560e-03	1.597030e-04	12	false	GAMG	4.235470e-04	1.961820e-06	5	true
285           	smoothSolver	3.521710e-04	3.192700e-05	12	5.141070e-04	4.410440e-05	12	1.777300e-03	1.590770e-04	12	false	GAMG	4.067270e-04	1.923290e-06	5	true
286           	smoothSolver	3.506150e-04	3.178550e-05	12	5.099590e-04	4.374490e-05	12	1.770040e-03	1.584400e-04	12	false	GAMG	3.920100e-04	1.854450e-06	5	true
287           	smoothSolver	3.490690e-04	3.164600e-05	12	5.057670e-04	4.339450e-05	12	1.762820e-03	1.578110e-04	12	false	GAMG	3.791500e-04	1.818230e-06	5	true
288           	smoothSolver	3.475490e-04	3.150730e-05	12	5.018070e-04	4.304960e-05	12	1.755600e-03	1.571720e-04	12	false	GAMG	3.679080e-04	1.759380e-06	5	true
289           	smoothSolver	3.460320e-04	3.137010e-05	12	4.977850e-04	4.271240e-05	12	1.748420e-03	1.565420e-04	12	false	GAMG	3.581500e-04	1.729660e-06	5	true
290           	smoothSolver	3.445370e-04	3.123350e-05	12	4.939840e-04	4.237960e-05	12	1.741240e-03	1.559050e-04	12	false	GAMG	3.498910e-04	1.680180e-06	5	true
291           	smoothSolver	3.430440e-04	3.109840e-05	12	4.901110e-04	4.205380e-05	12	1.734090e-03	1.552750e-04	12	false	GAMG	3.429820e-04	1.655460e-06	5	true
292           	smoothSolver	3.415700e-04	3.096370e-05	12	4.864480e-04	4.173170e-05	12	1.726940e-03	1.546380e-04	12	false	GAMG	3.370740e-04	1.613160e-06	5	true
293           	smoothSolver	3.400970e-04	3.083030e-05	12	4.827040e-04	4.141610e-05	12	1.719820e-03	1.540090e-04	12	false	GAMG	3.319580e-04	1.593180e-06	5	true
294           	smoothSolver	3.386430e-04	3.069730e-05	12	4.791620e-04	4.110380e-05	12	1.712690e-03	1.533740e-04	12	false	GAMG	3.276920e-04	1.556560e-06	5	true
295           	smoothSolver	3.371880e-04	3.056560e-05	12	4.755320e-04	4.079740e-05	12	1.705590e-03	1.527460e-04	12	false	GAMG	3.239530e-04	1.540290e-06	5	true
296           	smoothSolver	3.357520e-04	3.043430e-05	12	4.720980e-04	4.049400e-05	12	1.698500e-03	1.521130e-04	12	false	GAMG	3.205770e-04	1.507850e-06	5	true
297           	smoothSolver	3.343140e-04	3.030420e-05	12	4.685750e-04	4.019620e-05	12	1.691420e-03	1.514870e-04	12	false	GAMG	3.175060e-04	1.493670e-06	5	true
298           	smoothSolver	3.328930e-04	3.017440e-05	12	4.652440e-04	3.990130e-05	12	1.684360e-03	1.508560e-04	12	false	GAMG	3.147730e-04	1.463980e-06	5	true
299           	smoothSolver	3.314720e-04	3.004590e-05	12	4.618180e-04	3.961160e-05	12	1.677320e-03	1.502330e-04	12	false	GAMG	3.122830e-04	3.063640e-06	4	true
300           	smoothSolver	3.300680e-04	2.991770e-05	12	4.585970e-04	3.932620e-05	12	1.670130e-03	1.495920e-04	12	false	GAMG	3.103020e-04	1.449500e-06	5	true
301           	smoothSolver	3.286640e-04	2.979060e-05	12	4.552410e-04	3.904110e-05	12	1.663380e-03	1.489930e-04	12	false	GAMG	3.080500e-04	2.929440e-06	4	true
